company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
杭州金通科技,10.5,1-3年,本科,硬件产品经理,3,8,13,杭州
乐刻运动健身,22.5,3-5年,本科,产品经理,5,15,30,杭州
天唯科技,23.0,3-5年,本科,电商app产品经理,6,16,30,杭州
吉利集团,20.0,1-3年,本科,产品经理,5,15,25,杭州
宇泛智能,18.0,3-5年,本科,产品经理,1,12,24,杭州
杭州迪普,10.5,1-3年,本科,产品经理,5,8,13,杭州
微医集团,30.0,5年以上,本科,数据产品经理,4,20,40,杭州
格家网络,27.5,3-5年,本科,数据产品经理,4,20,35,杭州
联众智慧,14.5,3-5年,本科,产品经理,1,11,18,杭州
数梦工场,15.0,1-3年,本科,产品经理,1,12,18,杭州
中财,12.5,3-5年,本科,产品经理,6,10,15,杭州
阿里巴巴集团,35.0,5年以上,本科,搜索产品经理,6,30,40,杭州
天唯科技,25.0,3-5年,本科,产品经理,4,20,30,杭州
贝贝集团,30.0,3-5年,本科,产品经理（社群线）,3,20,40,杭州
嘉云数据,21.5,3-5年,本科,平台产品经理,3,18,25,杭州
鸿程系统,12.5,3-5年,本科,产品经理,4,10,15,杭州
杭州网创,17.5,1-3年,大专,高级产品经理,3,15,20,杭州
咸亨国际,8.0,1-3年,本科,产品经理,3,6,10,杭州
大搜车,22.5,5年以上,本科,产品经理,1,15,30,杭州
华伟商贸,31.0,3-5年,大专,产品经理,6,22,40,杭州
健海科技有限公司,10.5,3-5年,本科,产品经理,5,8,13,杭州
小电,29.0,5年以上,本科,供应链产品经理,5,23,35,杭州
哈杜,20.0,3-5年,本科,产品经理,4,15,25,杭州
浙江大华,11.5,3-5年,本科,产品经理,6,9,14,杭州
小电,22.5,3-5年,本科,资深产品经理,1,15,30,杭州
江苏达科,15.0,1-3年,本科,软件产品经理,3,10,20,杭州
传化智联,19.0,5年以上,本科,tms产品经理,4,14,24,杭州
杭州恋家,16.5,3-5年,本科,产品经理,4,15,18,杭州
数梦工场,25.0,5年以上,本科,产品经理/专家,2,20,30,杭州
阿里巴巴集团,45.0,5年以上,研究生,平台型产品经理,4,40,50,杭州
边锋,14.5,3-5年,本科,游戏产品经理,5,11,18,杭州
安恒信息,22.5,3-5年,本科,产品经理,1,15,30,杭州
曹操专车,26.5,3-5年,本科,资深/高级产品经理,1,18,35,杭州
嘉云数据,22.0,3-5年,本科,仓储产品经理,1,16,28,杭州
吉利集团,18.5,5年以上,本科,产品经理,5,15,22,杭州
秀铂超级课堂,12.5,3-5年,本科,产品经理,4,10,15,杭州
杭州数澜科技有限公司,15.5,1-3年,本科,产品经理,3,11,20,杭州
安恒信息,4.0,经验不限,本科,产品经理助理（实习）,4,3,5,杭州
今日头条,37.5,3-5年,本科,高级产品经理,3,25,50,杭州
非白,8.0,1-3年,本科,产品经理,4,6,10,杭州
亿咖通,24.0,3-5年,本科,产品经理,6,20,28,杭州
互灵物联,19.0,3-5年,大专,产品经理,3,13,25,杭州
海科融通,12.5,3-5年,本科,中级产品经理,3,10,15,杭州
老爸评测,20.0,3-5年,本科,产品经理,1,15,25,杭州
同花顺,21.5,经验不限,本科,产品经理,6,15,28,杭州
非线数联,13.0,3-5年,本科,产品经理,2,11,15,杭州
小电,22.5,3-5年,本科,产品经理,2,15,30,杭州
富通天下,17.5,5年以上,大专,产品经理,6,15,20,杭州
数梦工场,25.0,5年以上,本科,产品经理,4,20,30,杭州
涂鸦智能,27.5,3-5年,本科,app高级产品经理 mj000331,2,20,35,杭州
百师通,15.5,3-5年,本科,产品经理,4,11,20,杭州
小麦助教,20.0,3-5年,本科,产品经理,2,15,25,杭州
边锋,17.0,5年以上,本科,棋牌产品经理,1,14,20,杭州
网易,30.0,5年以上,学历不限,产品经理,5,20,40,杭州
格家网络,20.0,3-5年,本科,风控产品经理,1,15,25,杭州
鲜丰水果,20.0,3-5年,本科,产品经理,3,15,25,杭州
e诺,16.0,5年以上,本科,产品经理,6,12,20,杭州
百草味,15.0,5年以上,本科,产品经理,2,12,18,杭州
微店,30.0,3-5年,本科,用户端产品经理,6,20,40,杭州
ABC360,27.5,3-5年,大专,产品经理-增长方向,6,20,35,杭州
中禄财务咨询,22.5,3-5年,本科,产品经理,1,15,30,杭州
网营科技,12.5,3-5年,本科,产品经理,6,10,15,杭州
安恒信息,20.0,3-5年,本科,高级产品经理,4,15,25,杭州
小电,22.5,5年以上,本科,数据产品经理,6,15,30,杭州
微店,30.0,3-5年,本科,广告产品经理,3,20,40,杭州
微财网络,16.0,经验不限,本科,产品经理,2,12,20,杭州
云衣库,25.0,5年以上,本科,高级产品经理,3,20,30,杭州
小码教育,20.5,5年以上,本科,产品经理（教育）,1,18,23,杭州
曹操专车,30.0,3-5年,本科,c端产品经理,5,20,40,杭州
河犸网络,20.0,3-5年,本科,产品经理,1,17,23,杭州
老板集团安泊厨柜,6.0,1-3年,本科,产品经理,4,4,8,杭州
牛富软件,10.0,1-3年,本科,初级产品经理,1,8,12,杭州
环球黑卡,22.5,经验不限,本科,产品经理,4,15,30,杭州
微辣,16.0,3-5年,本科,产品经理,3,12,20,杭州
星软集团,15.0,1-3年,大专,移动产品经理,6,10,20,杭州
饿了么,30.0,5年以上,本科,风控产品经理,6,20,40,杭州
银盒宝成,15.0,3-5年,本科,产品经理,6,12,18,杭州
滴滴出行,30.0,5年以上,本科,后端产品经理,3,20,40,杭州
非线数联,17.5,3-5年,本科,产品经理,3,15,20,杭州
杭州宗盛,15.5,3-5年,本科,产品经理,1,11,20,杭州
正泰民用电器,30.0,5年以上,本科,产品经理,4,20,40,杭州
安恒信息,18.0,经验不限,本科,产品经理,4,12,24,杭州
Fordeal,40.0,3-5年,本科,策略产品经理-品类,2,30,50,杭州
连连支付,30.0,3-5年,本科,产品经理（支付）,4,20,40,杭州
阿里巴巴集团,32.5,3-5年,本科,内容产品经理,6,25,40,杭州
连连支付,20.0,5年以上,本科,产品经理,6,15,25,杭州
天阙,22.5,5年以上,本科,资深产品经理,2,15,30,杭州
酷家乐,30.0,5年以上,本科,工具产品经理,1,20,40,杭州
杭州天音计算机,13.5,3-5年,本科,产品经理,6,11,16,杭州
上上签,20.0,3-5年,本科,saas产品经理,4,15,25,杭州
杭州工猫科技有限公司,27.5,5年以上,本科,资深产品经理,6,20,35,杭州
海康威视,22.5,3-5年,本科,产品经理,1,15,30,杭州
华云科技,12.5,5年以上,本科,产品经理,3,10,15,杭州
睿琪软件,16.0,1-3年,本科,产品经理,1,12,20,杭州
海康威视,18.0,5年以上,本科,产品经理,1,12,24,杭州
梦启科技,15.0,5年以上,本科,产品经理,6,10,20,杭州
阿里巴巴集团,30.0,3-5年,学历不限,产品经理,2,20,40,杭州
腾展叮咚,24.0,3-5年,本科,移动产品经理,6,20,28,杭州
宋小菜,20.0,3-5年,本科,产品经理-erp,2,15,25,杭州
涂鸦智能,22.5,5年以上,本科,erp资深产品经理 mj000748,4,15,30,杭州
浙江电子口岸,17.0,3-5年,本科,产品经理,3,12,22,杭州
杭州微链,18.0,3-5年,本科,产品经理,6,12,24,杭州
呆萝卜,27.5,3-5年,本科,电商产品经理,6,20,35,杭州
爱库存,22.5,3-5年,大专,产品经理,4,15,30,杭州
滴滴出行,30.0,3-5年,本科,高级产品经理/专家,4,25,35,杭州
力石科技股份,20.0,3-5年,本科,产品经理,2,15,25,杭州
曹操专车,31.0,5年以上,本科,资深产品经理-后台方向,1,22,40,杭州
连连支付,15.5,1-3年,本科,产品经理,4,11,20,杭州
新视窗,12.5,3-5年,本科,产品经理,5,10,15,杭州
蚁国科技,17.5,3-5年,本科,产品经理,6,15,20,杭州
网易,32.5,3-5年,本科,资深直播产品经理,4,25,40,杭州
源诚科技,20.0,5年以上,本科,产品经理,6,15,25,杭州
阿里巴巴集团,22.5,5年以上,学历不限,流量产品经理,2,15,30,杭州
江小白,30.0,3-5年,本科,c端产品经理,1,20,40,杭州
微店,30.0,3-5年,本科,推荐策略产品经理,1,20,40,杭州
四方博瑞,10.0,3-5年,本科,产品经理,6,8,12,杭州
北京布朗兄弟,17.5,1-3年,本科,产品经理,1,15,20,杭州
奇志信息科技,15.5,1-3年,本科,产品经理,6,11,20,杭州
吉利集团,15.0,经验不限,学历不限,高级产品经理,6,10,20,杭州
跃迁科技,6.5,1年以内,本科,产品经理,3,5,8,杭州
天阙,17.5,3-5年,本科,产品经理,4,13,22,杭州
妈妈去哪儿,15.0,3-5年,本科,产品经理,1,12,18,杭州
有数金融,20.0,5年以上,本科,产品经理（银行）,2,15,25,杭州
佐力小贷,18.0,3-5年,大专,产品经理,3,12,24,杭州
深睿医疗,15.0,3-5年,本科,产品经理,5,10,20,杭州
新视窗,20.0,3-5年,本科,产品经理,2,15,25,杭州
新视窗,20.0,5年以上,本科,高级产品经理,6,15,25,杭州
vivo,45.0,3-5年,本科,数据产品经理,6,30,60,杭州
保险师,22.5,5年以上,本科,高级产品经理,3,15,30,杭州
卫宁健康,13.5,3-5年,本科,产品经理,6,9,18,杭州
小时光云店SAAS,15.0,3-5年,本科,电商产品经理,5,10,20,杭州
荣客区块链科技,12.5,1-3年,本科,产品经理,1,10,15,杭州
杭州洞见科技,9.5,3-5年,大专,产品经理,4,8,11,杭州
杭州凌创科技,12.0,1年以内,本科,产品经理,4,8,16,杭州
杭州中芯微,11.5,3-5年,本科,产品经理,4,9,14,杭州
卫宁健康,18.0,3-5年,本科,cdr产品经理,4,12,24,杭州
微脉,20.0,5年以上,本科,产品经理（营销）,3,15,25,杭州
涂鸦智能,20.0,3-5年,本科,iot平台高级产品经理,4,15,25,杭州
微店,30.0,3-5年,本科,产品经理（规则方向）,4,25,35,杭州
浙江金柯,8.0,3-5年,大专,产品经理,1,6,10,杭州
天创进出口,25.0,5年以上,本科,电商产品经理,3,20,30,杭州
呆萝卜,27.5,3-5年,本科,产品经理（中台、前台）,2,20,35,杭州
上上签,27.5,5年以上,本科,saas产品经理,4,20,35,杭州
聚积宝,12.5,1-3年,大专,产品经理,2,10,15,杭州
海拍客,25.0,3-5年,本科,crm产品经理,1,20,30,杭州
天阙,22.5,3-5年,本科,大数据产品经理,3,15,30,杭州
杭州魔点科技有限公司,15.0,3-5年,本科,产品经理,1,12,18,杭州
杭州河象,20.0,3-5年,本科,产品经理,5,15,25,杭州
上海兴岩信息科技,17.5,3-5年,本科,产品经理,5,15,20,杭州
棱镜光娱,12.5,3-5年,本科,产品经理,4,10,15,杭州
云徙科技公司,27.0,3-5年,本科,产品经理,2,18,36,杭州
浙江省北大信研院,20.0,1-3年,研究生,产品经理,3,15,25,杭州
呆萝卜,27.5,3-5年,本科,电商后台产品经理,3,20,35,杭州
融易算,16.5,5年以上,本科,资深产品经理,6,13,20,杭州
乐活服饰,10.0,1-3年,学历不限,产品经理,6,8,12,杭州
德馨荣供应链,12.5,3-5年,本科,产品经理,6,10,15,杭州
美逛,15.0,3-5年,本科,电商产品经理,6,12,18,杭州
沃朴物联科技,13.5,3-5年,本科,产品经理,1,9,18,杭州
钱兔网络,22.5,5年以上,本科,资深产品经理,1,15,30,杭州
微医集团,18.0,3-5年,本科,产品经理,5,12,24,杭州
阿里巴巴集团,27.5,5年以上,本科,零售产品经理/专家,3,20,35,杭州
新中大科技,22.5,5年以上,本科,大型软件产品经理,6,15,30,杭州
杭州惠借科技,20.0,3-5年,本科,高级产品经理,4,15,25,杭州
顶天网络,27.5,3-5年,本科,产品经理,2,20,35,杭州
微店,27.5,3-5年,本科,搜索产品经理,6,20,35,杭州
天创进出口,40.0,5年以上,本科,跨境电商产品经理,6,30,50,杭州
杭州网创,15.0,1-3年,学历不限,产品经理,4,10,20,杭州
数梦工场,24.0,5年以上,本科,资深产品经理,5,18,30,杭州
匡信科技,12.5,3-5年,本科,产品经理,3,10,15,杭州
目睹,16.5,3-5年,本科,产品经理,2,15,18,杭州
耀秀,15.0,3-5年,大专,产品经理,1,11,19,杭州
芯云智创,20.0,3-5年,本科,产品经理,4,15,25,杭州
小码教育,21.5,3-5年,本科,创作工具产品经理,1,18,25,杭州
SHEIN,42.5,5年以上,本科,高级产品经理\产品专家,3,30,55,杭州
税鸽,15.5,5年以上,本科,产品经理,6,11,20,杭州
暮来科技,9.5,1-3年,本科,产品经理,6,7,12,杭州
米络星科技,20.0,3-5年,本科,产品经理,1,15,25,杭州
信导,13.5,5年以上,本科,产品经理,3,11,16,杭州
海蒂崽崽网络,10.0,1-3年,本科,产品经理,2,8,12,杭州
小电,25.0,5年以上,本科,结算产品经理,6,20,30,杭州
上海霜蓉营销策划中心,8.0,1-3年,本科,oa产品经理,1,6,10,杭州
阿里巴巴集团,30.0,5年以上,本科,数据产品经理,4,25,35,杭州
vivo,35.0,3-5年,本科,贷款平台产品经理(003955),2,25,45,杭州
支付宝,30.0,5年以上,本科,客户端产品经理,6,25,35,杭州
杭州微链,22.5,3-5年,大专,产品经理,6,15,30,杭州
海盛海,12.5,3-5年,本科,产品经理,6,10,15,杭州
杭州悉尔科技有限公司,10.5,1-3年,学历不限,产品经理,4,8,13,杭州
隼目科技,18.0,3-5年,本科,资深产品经理,3,12,24,杭州
迪安诊断,19.0,3-5年,本科,产品经理（ba）,3,13,25,杭州
支付宝,35.0,3-5年,本科,产品经理,5,30,40,杭州
上点科技,10.5,1-3年,本科,产品经理,1,8,13,杭州
微财网络,12.5,3-5年,本科,广告产品经理,4,10,15,杭州
网易,40.0,5年以上,本科,资深广告产品经理/leader,3,30,50,杭州
有赞,25.0,3-5年,本科,产品经理,4,20,30,杭州
首格网络,16.0,3-5年,本科,产品经理,2,12,20,杭州
杭州碧海银帆科技公司,13.0,5年以上,大专,产品经理,1,11,15,杭州
杭州三汇,18.0,5年以上,本科,产品经理,6,12,24,杭州
大搜车,26.5,5年以上,本科,风控产品经理,5,18,35,杭州
江苏达科,16.0,1-3年,本科,产品经理,4,12,20,杭州
珠海优特智厨科技...,20.0,3-5年,学历不限,产品经理,4,15,25,杭州
杭州经纬物联,10.5,1-3年,本科,产品经理,1,8,13,杭州
新中大科技,11.5,3-5年,本科,供应链类产品经理,4,8,15,杭州
口碑,25.0,3-5年,本科,数据产品经理,5,20,30,杭州
涂鸦智能,18.0,3-5年,本科,安防saas产品经理 mj001062,5,12,24,杭州
小影,22.5,3-5年,本科,产品经理,3,15,30,杭州
网易游戏,23.5,经验不限,本科,大数据产品经理,6,19,28,杭州
小凡教育,8.0,应届生,本科,产品经理,5,6,10,杭州
画可科技,22.5,3-5年,本科,产品经理,2,15,30,杭州
远图互联,22.5,3-5年,本科,数据产品经理,2,15,30,杭州
有数金服,14.5,3-5年,本科,售前产品经理,5,11,18,杭州
河犸网络,17.0,3-5年,本科,产品经理,6,12,22,杭州
酷家乐,40.0,5年以上,本科,解决方案产品经理,4,30,50,杭州
及美,20.0,3-5年,本科,产品经理,4,15,25,杭州
百世集团,15.0,5年以上,本科,物流产品经理,1,12,18,杭州
中财,15.5,3-5年,本科,产品经理,4,11,20,杭州
梓合迎润,12.5,1-3年,本科,产品经理,4,10,15,杭州
大搜车,25.0,3-5年,本科,高级crm产品经理,5,20,30,杭州
睿道,10.5,经验不限,本科,产品经理,5,8,13,杭州
行云全球汇,20.0,3-5年,大专,金融产品经理,3,15,25,杭州
小虫科技,30.0,3-5年,本科,高级产品经理,4,20,40,杭州
税友软件集团,32.5,5年以上,本科,产品经理-ai方向,1,25,40,杭州
麦瑞克,12.5,1-3年,大专,产品经理,3,10,15,杭州
万才科技,16.5,3-5年,大专,产品经理,5,11,22,杭州
齐聚,6.0,1-3年,大专,产品经理,2,4,8,杭州
阿里巴巴集团,30.0,5年以上,本科,ai产品经理,3,25,35,杭州
浙大百川,7.0,1-3年,本科,产品经理,1,6,8,杭州
壹基因,10.0,1-3年,本科,产品专员/产品经理,3,8,12,杭州
网银互联Netbank,32.5,5年以上,本科,混合云产品经理,2,25,40,杭州
华坤道威,22.5,5年以上,本科,产品经理,5,15,30,杭州
杭州诚泰科技有限公司,16.0,5年以上,本科,硬件产品经理,6,12,20,杭州
二更,27.5,3-5年,本科,产品经理,3,25,30,杭州
华为,22.5,3-5年,本科,python,6,15,30,西安
软通动力,10.5,3-5年,本科,python,3,7,14,西安
软通动力,12.5,1-3年,本科,python,1,10,15,西安
软通动力,14.5,1-3年,本科,python,2,11,18,西安
中软国际,10.5,1-3年,本科,python工程师,5,8,13,西安
傲梦网络科技,7.5,经验不限,本科,python讲师,2,5,10,西安
软通动力,11.5,3-5年,本科,python,4,9,14,西安
华信智慧,14.5,5年以上,本科,python开发,6,12,17,西安
软通动力信息技术集团,12.5,3-5年,本科,python自动化测试,1,10,15,西安
中软国际,13.5,1-3年,本科,python,6,9,18,西安
Elight,11.5,3-5年,本科,python,3,8,15,西安
傲梦网络科技,9.5,经验不限,本科,python老师,6,7,12,西安
软通动力,11.5,3-5年,本科,python自动化,2,9,14,西安
中软国际,12.0,经验不限,本科,python开发工程师,2,8,16,西安
华信智慧,11.5,3-5年,本科,python开发,5,9,14,西安
联创佳讯,10.5,3-5年,本科,python，php,5,8,13,西安
华信智慧,12.5,3-5年,本科,python开发,2,10,15,西安
傲梦网络科技,5.5,经验不限,本科,python线上试听课老师,5,3,8,西安
数拓科技,9.5,3-5年,本科,python开发工程师,3,7,12,西安
中软国际,12.5,3-5年,本科,高级python开发工程师,1,10,15,西安
中软国际,11.5,3-5年,本科,软件测试&python开发,6,9,14,西安
软通动力,12.0,1-3年,本科,python开发工程师,2,8,16,西安
中软国际,10.5,1-3年,本科,python开发工程师,1,8,13,西安
西安飞凡软件教育,9.0,1年以内,大专,python讲师,1,7,11,西安
中软国际,19.5,5年以上,本科,python（ai 人工智能方向）,6,13,26,西安
联创佳讯,9.5,3-5年,本科,python程序员,6,7,12,西安
贝业思,16.5,1-3年,本科,算法工程师（python mysql),3,11,22,西安
傲梦网络科技,7.0,经验不限,本科,python坐班老师,4,6,8,西安
傲梦网络科技,7.0,经验不限,本科,python老师,3,6,8,西安
西安乐推,8.0,1-3年,本科,python,5,6,10,西安
绿盟科技,13.0,3-5年,本科,python开发工程师（西安）,3,10,16,西安
傲梦网络科技,8.5,经验不限,本科,python线上讲师,6,6,11,西安
天邦测绘,7.0,1-3年,本科,python工程师,3,6,8,西安
华信智慧,12.5,3-5年,本科,python开发工程师,3,10,15,西安
傲梦网络科技,7.5,经验不限,本科,python,5,5,10,西安
傲梦网络科技,5.5,经验不限,本科,全国在线python老师,4,4,7,西安
极客晨星,5.5,经验不限,本科,编程老师python,1,3,8,西安
小码教育,10.0,3-5年,本科,python， c ++培训讲师,4,8,12,西安
傲梦网络科技,6.5,经验不限,本科,全国在线python少儿老师,3,5,8,西安
软通动力,14.5,3-5年,本科,java，web，python，测试，c++，运维，go,3,11,18,西安
傲梦网络科技,5.0,经验不限,本科,在线python讲师,3,4,6,西安
傲梦网络科技,8.5,经验不限,本科,全国在线python 坐班老师,3,6,11,西安
傲梦网络科技,6.5,经验不限,本科,python青少儿编程老师,5,5,8,西安
猿辅导,8.0,经验不限,本科,python技术辅导老师,1,6,10,西安
恺瀚信息科技,9.5,3-5年,本科,python开发工程师,6,8,11,西安
童程童创,6.5,经验不限,本科,python讲师,6,6,7,西安
四叶草安全,7.5,经验不限,学历不限,python，openstack，django,3,5,10,西安
远江盛邦,9.0,3-5年,本科,python,4,6,12,西安
微感,9.5,1年以内,本科,python,5,7,12,西安
若恩教育,8.5,3-5年,本科,python培训讲师,6,6,11,西安
翰海睿智,8.0,经验不限,本科,python讲师,3,6,10,西安
陕西交通电子,12.5,3-5年,本科,python,3,10,15,西安
酷聊智能,8.0,1-3年,本科,python数据分析工程师,1,6,10,西安
景行锐创,10.5,3-5年,本科,python开发工程师,5,8,13,西安
联拓永欣,12.5,3-5年,本科,python高级开发工程师,4,10,15,西安
中兴通讯股份有限公司,15.5,1-3年,本科,python开发工程师,2,11,20,西安
领航教育,5.5,3-5年,大专,php python工程师,3,5,6,西安
西安优盛,7.5,经验不限,本科,python讲师,2,5,10,西安
星垂智能,25.0,3-5年,本科,高级 python 后台开发工程师,3,20,30,西安
烛照科技,10.5,3-5年,本科,python,5,9,12,西安
思华科技,12.5,3-5年,本科,python,4,10,15,西安
华为技术有限公司,19.0,1-3年,本科,python,5,18,20,西安
天融信教育,9.0,1-3年,本科,python讲师,2,8,10,西安
华为,23.0,5年以上,本科,高级python开发工程师-云计算方向,6,16,30,西安
华为,26.5,5年以上,本科,高级python开发工程师,6,18,35,西安
华为,23.5,5年以上,本科,高级python开发工程师,4,17,30,西安
西安野马教育,9.0,3-5年,本科,python讲师(兼职),6,8,10,西安
大主宰科技(天津...,5.5,1-3年,本科,python web开发工程师,4,4,7,西安
大禹网科,7.0,1-3年,本科,python,5,5,9,西安
北京韦众承志,9.0,1-3年,本科,python 研发工程师,3,8,10,西安
西安图迹信息科技,7.5,3-5年,本科,python,4,5,10,西安
影卫医疗,8.0,1年以内,本科,python开发工程师,1,6,10,西安
大熊科技,10.5,经验不限,本科,持续集成和python开发,4,8,13,西安
华为技术有限公司,22.5,3-5年,本科,python开发工程师,6,15,30,西安
理光之星少儿编程,7.5,经验不限,本科,python讲师,5,7,8,西安
有联科技,17.5,5年以上,学历不限,人工智能+python架构师/高级研发工程师,6,15,20,西安
绿盟科技,3.0,1年以内,本科,python开发工程师,5,2,4,西安
理光之星少儿编程,6.5,经验不限,本科,少儿编程老师/python老师,1,6,7,西安
西安好点科技公司,22.0,3-5年,本科,python,1,19,25,西安
微感,8.5,3-5年,本科,python,3,6,11,西安
华为,30.0,3-5年,本科,python,6,24,36,西安
WisdomGarden,13.5,3-5年,本科,python开发工程师,3,9,18,西安
华为技术有限公司,15.0,1年以内,本科,python,6,10,20,西安
君舟网络,9.0,5年以上,本科,python工程师,2,6,12,西安
深圳华为,22.5,1-3年,本科,python,5,15,30,西安
华为,20.0,1-3年,本科,python,5,15,25,西安
迅猛龙,17.5,3-5年,学历不限,python讲师,3,15,20,西安
华商传媒二三里,9.0,3-5年,本科,python,6,6,12,西安
华为,15.0,经验不限,本科,python,5,10,20,西安
深圳华为,12.5,1-3年,本科,python,5,10,15,西安
华为技术有限公司,15.0,1-3年,本科,python,6,10,20,西安
华为,16.5,1年以内,本科,python,5,15,18,西安
西安野马教育,3.0,3-5年,研究生,python兼职讲师,2,2,4,西安
斯维智能,11.5,1-3年,本科,python/django开发工程师,6,8,15,西安
小橘科技,22.5,3-5年,本科,python,3,15,30,西安
长银消费金融,18.0,3-5年,本科,大数据开发工程师,3,12,24,西安
联拓永欣,9.5,1-3年,本科,数据库管理工程师,5,7,12,西安
智仕道,7.0,3-5年,本科,产品开发,6,5,9,西安
熊赳赳数据科技,4.5,经验不限,学历不限,数据分析师,5,4,5,西安
思特奇,7.5,1-3年,本科,java（crm_mci产品线）,2,5,10,西安
施博信息技术有限公司,6.5,1-3年,本科,数据分析专员,6,5,8,西安
中软国际,10.0,经验不限,本科,数据分析,2,8,12,西安
每日瑜伽,12.5,1-3年,本科,数据分析,6,10,15,西安
美团点评,12.5,1-3年,本科,数据分析师,2,10,15,西安
北京沛合,4.5,经验不限,本科,报表/数据分析,5,4,5,西安
松毅软件,6.0,1年以内,本科,数据分析师,4,4,8,西安
中科金审,8.0,3-5年,本科,数据分析师,4,6,10,西安
博锐森信息技术,7.5,经验不限,本科,数据分析师,3,5,10,西安
每日瑜伽,7.5,1-3年,本科,产品数据分析,4,5,10,西安
鹏光环保科技,6.5,1-3年,本科,数据分析专员,4,5,8,西安
增材院,12.5,1-3年,研究生,数据分析工程师,3,10,15,西安
泰豪软件,12.5,3-5年,研究生,高级数据分析挖掘工程师,5,10,15,西安
交大长天,11.0,3-5年,本科,数据分析,4,10,12,西安
每日瑜伽,12.5,1-3年,本科,海外数据分析,3,10,15,西安
九索,10.5,3-5年,本科,数据分析师,5,8,13,西安
爱特蜜医疗美容,4.5,1-3年,大专,数据分析师,1,3,6,西安
天邦测绘,5.0,1年以内,本科,数据分析师,2,4,6,西安
松毅软件,6.0,1-3年,本科,数据分析师,3,4,8,西安
先进数通,8.0,3-5年,本科,数据分析师,3,6,10,西安
西安点扣,6.5,1-3年,本科,数据分析,1,5,8,西安
聚视界信息技术,5.5,3-5年,本科,数据分析师,6,5,6,西安
潭州教育,5.0,1-3年,本科,bi数据分析师,6,4,6,西安
西安开驰曼,5.0,经验不限,本科,数据分析师,3,4,6,西安
晨启航网络,4.0,经验不限,本科,数据分析师,2,3,5,西安
交大长天,10.5,3-5年,本科,数据分析师,4,7,14,西安
松毅软件,5.5,经验不限,本科,房地产数据分析师,2,4,7,西安
西安思倍,6.5,1年以内,本科,数据分析师,3,5,8,西安
海润通信,8.5,3-5年,大专,运营数据分析师,2,6,11,西安
泰豪软件,4.0,经验不限,本科,数据分析工程师（应届生）,2,3,5,西安
慧方科技,12.5,经验不限,研究生,数据分析,5,10,15,西安
麦仓数据,4.5,经验不限,大专,数据分析师,4,3,6,西安
海润通信,8.5,3-5年,大专,运营数据分析师,3,6,11,西安
西安乐推,10.0,1年以内,本科,数据分析师,2,8,12,西安
垚海科技,6.0,经验不限,本科,金融数据分析师,3,4,8,西安
微观学社,7.0,1-3年,本科,数据分析师,2,6,8,西安
西安乐推,12.5,3-5年,本科,数据分析师,2,10,15,西安
西安方元市场研究,6.5,1-3年,本科,研究员/数据分析师,1,5,8,西安
西安乐推,10.5,1-3年,本科,数据分析师,4,8,13,西安
陕西亿汇通,5.0,经验不限,大专,数据分析助理,1,4,6,西安
澳鹏网络,6.0,经验不限,本科,全球facebook广告数据分析与优化师,1,4,8,西安
聚思鸿,5.0,1-3年,大专,数据分析师,6,4,6,西安
壬林商务,5.5,经验不限,本科,数据分析师,1,5,6,西安
廷山大数据,9.5,经验不限,本科,数据分析师,1,9,10,西安
华旗互动,4.5,3-5年,本科,数据分析师,1,3,6,西安
西安航鑫石油商务...,4.5,1-3年,学历不限,原油数据分析师,4,4,5,西安
西安浙顺商贸有限...,3.5,1年以内,本科,数据分析,6,3,4,西安
恒熙达公司,4.5,经验不限,本科,数据分析专员,5,4,5,西安
红牛,5.5,1-3年,本科,数据分析专员,6,5,6,西安
华元宏方,4.5,应届生,大专,英语数据分析员,1,3,6,西安
文都考研,3.5,经验不限,研究生,数据分析（实习生）,5,3,4,西安
西安画美医疗美容医院,6.0,应届生,本科,数据分析师,6,4,8,西安
微观学社,4.5,经验不限,本科,数据分析师,2,4,5,西安
图灵生物,6.5,应届生,研究生,数据分析师,3,5,8,西安
华为,15.0,3-5年,本科,数据分析师,5,10,20,西安
华为,18.0,5年以上,本科,数据分析师,4,12,24,西安
直信立兴,3.0,1年以内,大专,数据分析师,3,2,4,西安
思普瑞数码,8.5,1-3年,本科,数据分析师,5,8,9,西安
中邮速递易,7.0,1-3年,本科,数据分析师,3,6,8,西安
斯维智能,7.0,应届生,本科,算法工程师/数据分析师,2,5,9,西安
长安信托,30.0,经验不限,学历不限,数据分析师,5,20,40,西安
纷腾互动,4.5,1年以内,学历不限,运营支撑,1,4,5,西安
百变科技,9.0,3-5年,本科,产品经理,2,8,10,西安
引航有限公司,3.5,经验不限,学历不限,产品助理,1,3,4,西安
生发企业管理咨询,6.0,经验不限,学历不限,移动产品经理,5,4,8,西安
融盛公司,4.5,经验不限,大专,数据统计岗,2,4,5,西安
浩祥文化,6.5,经验不限,本科,拼多多运营,3,5,8,西安
神州数码融信,14.0,3-5年,本科,数据仓库,6,10,18,西安
阿尔泰科技,3.5,经验不限,大专,产品专员,1,3,4,西安
多米生活,10.5,1年以内,学历不限,淘宝运营,6,8,13,西安
勒科斯电子,6.5,1-3年,学历不限,天猫淘宝运营,6,4,9,西安
逆袭,3.5,1年以内,本科,海外运营助理,1,3,4,西安
佳帮手,7.5,1-3年,学历不限,电商运营,2,5,10,西安
